	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_AllShipBuildSpeed	string	RequiredResearch		string	RequiredSubSystems		string				TargetName	Capital	string	TargetType	Family	identifier	Time	1	number	UpgradeName	BUILDSPEED	string	UpgradeType	Modifier	identifier	UpgradeValue	1.025	number	
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_AllShipBuildSpeedExpert	string	RequiredResearch		string	RequiredSubSystems		string				TargetName	Capital	string	TargetType	Family	identifier	Time	1	number	UpgradeName	BUILDSPEED	string	UpgradeType	Modifier	identifier	UpgradeValue	1.075	number	
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_AllShipBuildSpeedHard	string	RequiredResearch		string	RequiredSubSystems		string				TargetName	Capital	string	TargetType	Family	identifier	Time	1	number	UpgradeName	BUILDSPEED	string	UpgradeType	Modifier	identifier	UpgradeValue	1.05	number	
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_cpuplayers_aggressive	string	RequiredResearch		string	RequiredSubSystems		string				TargetName		string				Time	1	number										
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_cpuplayers_defensive	string	RequiredResearch		string	RequiredSubSystems		string				TargetName		string				Time	1	number										
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_cpuplayers_dynamic	string	RequiredResearch		string	RequiredSubSystems		string				TargetName		string				Time	1	number										
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_cpuplayers_norushtime10	string	RequiredResearch		string	RequiredSubSystems		string				TargetName		string				Time	1	number										
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_cpuplayers_norushtime15	string	RequiredResearch		string	RequiredSubSystems		string				TargetName		string				Time	1	number										
	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_cpuplayers_norushtime5	string	RequiredResearch		string	RequiredSubSystems		string				TargetName		string				Time	1	number										
res,hyp	ai_properties.lua	AIOnly	1	boolean	Cost	1	number	Description		string	DisplayPriority	0	number	DisplayedName		string	DoNotGrant	1	boolean				Name	Kus_ResourceCollectionRateExpert_res0_hyp0	string	RequiredResearch		string	RequiredSubSystems		string				TargetName	Kus_ResourceCollector_res0_hyp0	string	TargetType	Ship	identifier	Time	1	number	UpgradeName	ResourceCollectionRate	string	UpgradeType	Modifier	identifier	UpgradeValue	1.09	number	
